TV_Movie_ID,Genre_ID,Genre
1534,28,Action
1535,28,Action
1535,80,Crime
1535,53,Thriller
1537,28,Action
1537,12,Adventure
1537,80,Crime
1537,53,Thriller
1538,18,Drama
1538,80,Crime
1538,53,Thriller
1539,10402,Music
1539,18,Drama
1539,10749,Romance
1540,18,Drama
1540,10749,Romance
1541,18,Drama
1541,53,Thriller
1541,80,Crime
1541,12,Adventure
1542,35,Comedy
1542,80,Crime
1543,18,Drama
1544,18,Drama
1544,35,Comedy
1544,10749,Romance
1546,35,Comedy
1546,18,Drama
1547,35,Comedy
1547,27,Horror
1548,35,Comedy
1548,18,Drama
1549,10749,Romance
1549,18,Drama
1550,35,Comedy
1550,18,Drama
1551,18,Drama
1551,27,Horror
1551,878,Science Fiction
1551,53,Thriller
1552,35,Comedy
1552,18,Drama
1552,10751,Family
1553,18,Drama
1553,53,Thriller
1554,80,Crime
1554,18,Drama
1554,35,Comedy
1555,18,Drama
1555,35,Comedy
1555,10749,Romance
1556,18,Drama
1557,18,Drama
1557,53,Thriller
1558,35,Comedy
1558,18,Drama
1559,9648,Mystery
1559,35,Comedy
1559,18,Drama
1560,35,Comedy
1560,18,Drama
1560,27,Horror
1561,18,Drama
1562,27,Horror
1562,53,Thriller
1562,878,Science Fiction
1563,99,Documentary
1564,99,Documentary
1566,18,Drama
1566,36,History
1566,10752,War
1567,18,Drama
1567,53,Thriller
1568,18,Drama
1568,53,Thriller
1569,27,Horror
1569,53,Thriller
1571,28,Action
1571,53,Thriller
1572,28,Action
1572,53,Thriller
1573,28,Action
1573,53,Thriller
1574,28,Action
1574,35,Comedy
1574,80,Crime
1574,18,Drama
1574,10402,Music
1576,27,Horror
1576,28,Action
1576,878,Science Fiction
1577,27,Horror
1577,28,Action
1577,878,Science Fiction
1578,18,Drama
1579,53,Thriller
1579,28,Action
1579,12,Adventure
1579,18,Drama
1580,80,Crime
1580,18,Drama
1580,9648,Mystery
1580,53,Thriller
1581,35,Comedy
1581,10749,Romance
1583,35,Comedy
1584,35,Comedy
1584,10402,Music
1585,18,Drama
1585,10751,Family
1585,14,Fantasy
1586,53,Thriller
1586,9648,Mystery
1587,10749,Romance
1587,18,Drama
1588,35,Comedy
1589,10749,Romance
1589,35,Comedy
1589,10402,Music
1590,18,Drama
1591,18,Drama
1592,80,Crime
1592,18,Drama
1592,9648,Mystery
1592,53,Thriller
1593,28,Action
1593,12,Adventure
1593,35,Comedy
1593,10751,Family
1593,14,Fantasy
1594,35,Comedy
1594,80,Crime
1595,18,Drama
1595,36,History
1596,18,Drama
1596,27,Horror
1596,9648,Mystery
1596,53,Thriller
1597,35,Comedy
1597,10749,Romance
1598,80,Crime
1598,53,Thriller
1599,35,Comedy
1599,10749,Romance
1600,18,Drama
1600,53,Thriller
1607,18,Drama
1607,80,Crime
1608,18,Drama
1609,35,Comedy
1610,35,Comedy
1610,10749,Romance
1611,18,Drama
1611,35,Comedy
1612,35,Comedy
1613,53,Thriller
1613,28,Action
1613,35,Comedy
1613,80,Crime
1615,35,Comedy
1616,35,Comedy
1618,35,Comedy
1618,10402,Music
1619,28,Action
1619,12,Adventure
1619,35,Comedy
1619,53,Thriller
1620,28,Action
1620,80,Crime
1620,18,Drama
1620,53,Thriller
1621,35,Comedy
1621,18,Drama
1622,18,Drama
1622,53,Thriller
1622,9648,Mystery
1623,80,Crime
1623,18,Drama
1624,35,Comedy
1626,18,Drama
1627,18,Drama
1628,18,Drama
1628,10749,Romance
1629,35,Comedy
1629,18,Drama
1630,18,Drama
1631,18,Drama
1632,53,Thriller
1632,80,Crime
1632,18,Drama
1633,18,Drama
1633,35,Comedy
1634,10751,Family
1634,12,Adventure
1635,28,Action
1635,53,Thriller
1635,878,Science Fiction
1635,12,Adventure
1636,14,Fantasy
1636,35,Comedy
1636,10749,Romance
1637,28,Action
1637,12,Adventure
1637,80,Crime
1637,53,Thriller
1639,28,Action
1639,12,Adventure
1639,53,Thriller
1640,18,Drama
1641,35,Comedy
1642,80,Crime
1642,18,Drama
1642,9648,Mystery
1642,53,Thriller
1642,28,Action
1643,18,Drama
1643,10749,Romance
1644,53,Thriller
1644,18,Drama
1644,9648,Mystery
1645,80,Crime
1645,18,Drama
1645,53,Thriller
1646,80,Crime
1646,18,Drama
1647,28,Action
1647,53,Thriller
1647,80,Crime
1647,18,Drama
1648,12,Adventure
1648,35,Comedy
1648,878,Science Fiction
1649,12,Adventure
1649,14,Fantasy
1649,35,Comedy
1649,878,Science Fiction
1649,10751,Family
1651,80,Crime
1651,18,Drama
1651,10749,Romance
1652,35,Comedy
1652,80,Crime
1653,18,Drama
1654,28,Action
1654,12,Adventure
1654,10752,War
1655,35,Comedy
1656,28,Action
1656,12,Adventure
1656,18,Drama
1656,37,Western
1658,99,Documentary
1658,18,Drama
1659,35,Comedy
1659,37,Western
1660,18,Drama
1660,35,Comedy
1661,18,Drama
1661,35,Comedy
1662,18,Drama
1662,28,Action
1662,53,Thriller
1662,80,Crime
1663,80,Crime
1663,27,Horror
1663,9648,Mystery
1663,53,Thriller
1665,18,Drama
1666,99,Documentary
1667,99,Documentary
1667,10751,Family
1669,28,Action
1669,12,Adventure
1669,53,Thriller
1670,80,Crime
1672,28,Action
1672,12,Adventure
1672,53,Thriller
1673,28,Action
1673,37,Western
1675,35,Comedy
1675,18,Drama
1676,10749,Romance
1676,37,Western
1677,18,Drama
1678,53,Thriller
1678,27,Horror
1678,878,Science Fiction
1679,28,Action
1679,878,Science Fiction
1679,27,Horror
1680,28,Action
1680,12,Adventure
1680,878,Science Fiction
1682,14,Fantasy
1682,878,Science Fiction
1682,28,Action
1682,12,Adventure
1683,27,Horror
1684,99,Documentary
1685,12,Adventure
1685,878,Science Fiction
1685,9648,Mystery
1687,28,Action
1687,878,Science Fiction
1688,28,Action
1688,878,Science Fiction
1689,18,Drama
1689,36,History
1690,27,Horror
1691,27,Horror
1693,27,Horror
1694,878,Science Fiction
1694,35,Comedy
1694,27,Horror
1696,18,Drama
1696,27,Horror
1696,80,Crime
1697,18,Drama
1697,35,Comedy
1698,27,Horror
1698,53,Thriller
1698,10769,Foreign
1699,27,Horror
1699,53,Thriller
1699,10769,Foreign
1700,27,Horror
1700,53,Thriller
1701,28,Action
1701,53,Thriller
1701,80,Crime
1702,28,Action
1702,27,Horror
1702,878,Science Fiction
1702,53,Thriller
1705,28,Action
1705,878,Science Fiction
1710,18,Drama
1710,53,Thriller
1711,28,Action
1711,18,Drama
1711,53,Thriller
1712,28,Action
1712,18,Drama
1712,37,Western
1713,18,Drama
1713,10749,Romance
1714,18,Drama
1714,878,Science Fiction
1715,18,Drama
1715,10749,Romance
1716,18,Drama
1716,10749,Romance
1716,10752,War
1717,18,Drama
1717,53,Thriller
1718,28,Action
1718,37,Western
1719,18,Drama
1719,10769,Foreign
1719,10749,Romance
1720,18,Drama
1721,12,Adventure
1721,28,Action
1721,35,Comedy
1722,18,Drama
1722,36,History
1722,10749,Romance
1723,35,Comedy
1723,18,Drama
1724,878,Science Fiction
1724,28,Action
1724,12,Adventure
1725,10402,Music
1725,80,Crime
1725,18,Drama
1726,28,Action
1726,878,Science Fiction
1726,12,Adventure
1727,28,Action
1727,12,Adventure
1727,35,Comedy
1727,10749,Romance
1729,28,Action
1729,12,Adventure
1729,14,Fantasy
1730,27,Horror
1730,18,Drama
1730,9648,Mystery
1730,53,Thriller
1731,18,Drama
1732,28,Action
1732,12,Adventure
1732,35,Comedy
1734,28,Action
1734,12,Adventure
1734,18,Drama
1734,14,Fantasy
1734,27,Horror
1734,53,Thriller
1735,12,Adventure
1735,14,Fantasy
1735,28,Action
1735,53,Thriller
1736,35,Comedy
1736,18,Drama
1738,28,Action
1738,878,Science Fiction
1738,53,Thriller
1739,10749,Romance
1739,35,Comedy
1739,10402,Music
1740,35,Comedy
1740,18,Drama
1770,18,Drama
1770,53,Thriller
1771,28,Action
1771,12,Adventure
1771,878,Science Fiction
1772,18,Drama
1773,80,Crime
1773,18,Drama
1774,99,Documentary
1775,28,Action
1775,35,Comedy
1776,99,Documentary
1777,99,Documentary
1778,99,Documentary
1779,99,Documentary
1779,36,History
1781,99,Documentary
1782,18,Drama
1782,53,Thriller
1782,9648,Mystery
1783,28,Action
1783,35,Comedy
1783,18,Drama
1783,36,History
1785,35,Comedy
1785,10749,Romance
1786,18,Drama
1786,10752,War
1787,18,Drama
1787,10749,Romance
1787,10769,Foreign
1788,18,Drama
1788,10751,Family
1788,10402,Music
1788,10749,Romance
1789,35,Comedy
1789,80,Crime
1790,37,Western
1791,18,Drama
1791,10749,Romance
1792,35,Comedy
1793,35,Comedy
1793,18,Drama
1793,10751,Family
1802,18,Drama
1802,53,Thriller
1803,28,Action
1803,53,Thriller
1803,80,Crime
1807,18,Drama
1807,80,Crime
1808,18,Drama
1808,10402,Music
1809,10749,Romance
1809,35,Comedy
1809,18,Drama
1810,12,Adventure
1810,18,Drama
1810,37,Western
1811,878,Science Fiction
1811,18,Drama
1811,35,Comedy
1812,35,Comedy
1812,10749,Romance
1813,18,Drama
1813,27,Horror
1813,9648,Mystery
1813,53,Thriller
1814,35,Comedy
1815,18,Drama
1815,28,Action
1815,53,Thriller
1815,80,Crime
1815,9648,Mystery
1816,18,Drama
1816,10402,Music
1817,53,Thriller
1817,18,Drama
1818,18,Drama
1818,53,Thriller
1818,80,Crime
1819,35,Comedy
1819,10749,Romance
1824,35,Comedy
1824,10749,Romance
1825,28,Action
1825,18,Drama
1826,35,Comedy
1826,18,Drama
1826,10749,Romance
1829,18,Drama
1829,36,History
1829,10749,Romance
1829,10769,Foreign
1830,80,Crime
1830,18,Drama
1830,53,Thriller
1831,35,Comedy
1831,18,Drama
1832,14,Fantasy
1832,35,Comedy
1832,12,Adventure
1833,35,Comedy
1833,18,Drama
1833,10402,Music
1833,10749,Romance
1834,80,Crime
1834,18,Drama
1834,9648,Mystery
1834,53,Thriller
1835,80,Crime
1835,9648,Mystery
1835,53,Thriller
1836,18,Drama
1836,27,Horror
1837,10749,Romance
1837,18,Drama
1838,18,Drama
1839,18,Drama
1840,80,Crime
1841,18,Drama
1841,53,Thriller
1841,80,Crime
1842,9648,Mystery
1842,27,Horror
1842,18,Drama
1843,99,Documentary
1843,10402,Music
1844,10749,Romance
1844,18,Drama
1844,9648,Mystery
1845,35,Comedy
1845,10749,Romance
1846,80,Crime
1846,9648,Mystery
1846,18,Drama
1847,53,Thriller
1847,80,Crime
1847,18,Drama
1847,9648,Mystery
1848,80,Crime
1849,36,History
1849,18,Drama
1850,35,Comedy
1850,18,Drama
1850,10749,Romance
1851,14,Fantasy
1851,878,Science Fiction
1851,12,Adventure
1851,10770,TV Movie
1852,18,Drama
1852,36,History
1852,53,Thriller
1853,99,Documentary
1854,35,Comedy
1855,12,Adventure
1857,16,Animation
1858,12,Adventure
1858,878,Science Fiction
1858,28,Action
1859,35,Comedy
1859,10749,Romance
1860,18,Drama
1861,18,Drama
1862,28,Action
1862,35,Comedy
1862,99,Documentary
1862,18,Drama
1862,10749,Romance
1862,53,Thriller
1863,18,Drama
1863,10752,War
1864,35,Comedy
1865,12,Adventure
1865,28,Action
1865,14,Fantasy
1868,80,Crime
1870,35,Comedy
1870,80,Crime
1870,12,Adventure
1870,14,Fantasy
1871,35,Comedy
1871,80,Crime
1871,12,Adventure
1871,14,Fantasy
1872,28,Action
1872,12,Adventure
1872,27,Horror
1872,53,Thriller
1873,18,Drama
1873,53,Thriller
1874,18,Drama
1874,36,History
1874,10769,Foreign
1875,35,Comedy
1875,80,Crime
1875,12,Adventure
1875,14,Fantasy
1876,18,Drama
1876,27,Horror
1876,35,Comedy
1877,14,Fantasy
1877,28,Action
1877,53,Thriller
1877,878,Science Fiction
1878,12,Adventure
1878,18,Drama
1878,35,Comedy
1879,35,Comedy
1879,18,Drama
1879,10749,Romance
1880,28,Action
1880,53,Thriller
1881,99,Documentary
1881,18,Drama
1881,10749,Romance
1882,18,Drama
1883,18,Drama
1883,36,History
1884,12,Adventure
1884,878,Science Fiction
1885,18,Drama
1887,18,Drama
1887,36,History
1888,10749,Romance
1888,35,Comedy
1889,35,Comedy
1890,18,Drama
1890,10749,Romance
1891,12,Adventure
1891,28,Action
1891,878,Science Fiction
1892,12,Adventure
1892,28,Action
1892,878,Science Fiction
1893,12,Adventure
1893,28,Action
1893,878,Science Fiction
1894,12,Adventure
1894,28,Action
1894,878,Science Fiction
1895,878,Science Fiction
1895,12,Adventure
1895,28,Action
1896,18,Drama
1896,36,History
1898,35,Comedy
1899,18,Drama
1900,18,Drama
1901,35,Comedy
1901,18,Drama
1901,10749,Romance
1902,18,Drama
1902,53,Thriller
1903,18,Drama
1903,9648,Mystery
1903,10749,Romance
1903,878,Science Fiction
1903,53,Thriller
1904,18,Drama
1904,36,History
1904,10749,Romance
1905,10749,Romance
1906,10402,Music
1906,18,Drama
1907,18,Drama
1907,12,Adventure
1907,10749,Romance
1907,53,Thriller
1908,18,Drama
1908,36,History
1909,10749,Romance
1909,18,Drama
1909,35,Comedy
1910,35,Comedy
1910,18,Drama
1911,12,Adventure
1911,14,Fantasy
1911,28,Action
1912,35,Comedy
1912,18,Drama
1913,18,Drama
1914,35,Comedy
1915,35,Comedy
1917,53,Thriller
1918,18,Drama
1919,18,Drama
1919,10749,Romance
1920,80,Crime
1920,18,Drama
1920,53,Thriller
1921,18,Drama
1921,10749,Romance
1922,18,Drama
1923,18,Drama
1923,9648,Mystery
1924,12,Adventure
1924,14,Fantasy
1924,28,Action
1924,878,Science Fiction
1925,18,Drama
1925,10769,Foreign
1926,18,Drama
1927,28,Action
1927,878,Science Fiction
1930,28,Action
1930,12,Adventure
1930,14,Fantasy
1931,18,Drama
1931,10402,Music
1933,27,Horror
1933,18,Drama
1933,9648,Mystery
1933,53,Thriller
1934,36,History
1935,18,Drama
1935,35,Comedy
1936,28,Action
1936,12,Adventure
1936,18,Drama
1936,37,Western
1937,18,Drama
1938,80,Crime
1938,18,Drama
1938,10749,Romance
1939,80,Crime
1939,18,Drama
1939,9648,Mystery
1939,10749,Romance
1939,53,Thriller
1940,10402,Music
1940,18,Drama
1940,10749,Romance
1941,28,Action
1941,18,Drama
1941,36,History
1941,10752,War
1942,53,Thriller
1942,9648,Mystery
1943,28,Action
1943,53,Thriller
1944,18,Drama
1945,18,Drama
1945,53,Thriller
1946,28,Action
1946,53,Thriller
1946,878,Science Fiction
1946,27,Horror
1947,18,Drama
1948,28,Action
1948,53,Thriller
1948,80,Crime
1949,80,Crime
1949,18,Drama
1949,9648,Mystery
1949,53,Thriller
1950,18,Drama
1950,10749,Romance
1951,18,Drama
1954,878,Science Fiction
1954,53,Thriller
1955,18,Drama
1955,36,History
1956,9648,Mystery
1956,18,Drama
1956,12,Adventure
1957,28,Action
1957,18,Drama
1957,53,Thriller
1958,35,Comedy
1958,53,Thriller
1958,10402,Music
1958,80,Crime
1958,9648,Mystery
1959,18,Drama
1959,10769,Foreign
1959,10749,Romance
1961,35,Comedy
1961,27,Horror
1962,18,Drama
1963,18,Drama
1963,10749,Romance
1964,18,Drama
1965,80,Crime
1965,53,Thriller
1965,18,Drama
1966,10752,War
1966,36,History
1966,28,Action
1966,12,Adventure
1966,18,Drama
1966,10749,Romance
1967,18,Drama
1967,10749,Romance
1968,18,Drama
1968,35,Comedy
1968,10749,Romance
1969,28,Action
1969,35,Comedy
1969,37,Western
1969,80,Crime
1970,27,Horror
1970,53,Thriller
1970,9648,Mystery
1975,27,Horror
1975,53,Thriller
1976,18,Drama
1976,10749,Romance
1977,27,Horror
1977,53,Thriller
1978,53,Thriller
1979,12,Adventure
1979,14,Fantasy
1979,28,Action
1979,53,Thriller
1980,35,Comedy
1980,99,Documentary
1984,18,Drama
1984,878,Science Fiction
1985,18,Drama
1985,9648,Mystery
1985,53,Thriller
1986,18,Drama
1986,10769,Foreign
1987,80,Crime
1987,18,Drama
1988,18,Drama
1988,53,Thriller
1989,18,Drama
1989,10749,Romance
1990,9648,Mystery
1990,80,Crime
1990,18,Drama
1991,28,Action
1991,53,Thriller
1992,27,Horror
1992,28,Action
1992,53,Thriller
1993,36,History
1993,18,Drama
1993,10749,Romance
1994,12,Adventure
1994,27,Horror
1994,9648,Mystery
1994,53,Thriller
1995,12,Adventure
1995,14,Fantasy
1995,28,Action
1995,53,Thriller
1996,28,Action
1996,12,Adventure
1996,14,Fantasy
1996,53,Thriller
1997,12,Adventure
1997,18,Drama
1997,10751,Family
1998,18,Drama
1999,18,Drama
1999,53,Thriller
2000,12,Adventure
2000,18,Drama
2000,36,History
2001,18,Drama
2001,80,Crime
2001,53,Thriller
2002,18,Drama
2002,10749,Romance
2003,18,Drama
2003,10769,Foreign
2004,28,Action
2004,35,Comedy
2004,10749,Romance
2005,10402,Music
2005,35,Comedy
2006,14,Fantasy
2006,35,Comedy
2006,10749,Romance
2007,18,Drama
2008,14,Fantasy
2008,18,Drama
2008,28,Action
2008,53,Thriller
2008,10749,Romance
2009,18,Drama
2010,18,Drama
2010,10769,Foreign
2011,16,Animation
2011,18,Drama
2012,18,Drama
2013,18,Drama
2014,18,Drama
2015,18,Drama
2016,18,Drama
2016,36,History
2016,10752,War
2017,28,Action
2017,80,Crime
2017,18,Drama
2017,9648,Mystery
2017,53,Thriller
2018,35,Comedy
2019,28,Action
2019,12,Adventure
2019,80,Crime
2019,53,Thriller
2020,35,Comedy
2021,35,Comedy
2021,18,Drama
2021,10749,Romance
2022,35,Comedy
2022,10749,Romance
2023,37,Western
2023,12,Adventure
2024,18,Drama
2024,36,History
2024,10752,War
2024,28,Action
2025,35,Comedy
2025,18,Drama
2026,9648,Mystery
2026,18,Drama
2026,53,Thriller
2026,80,Crime
2028,35,Comedy
2028,18,Drama
2028,10749,Romance
2029,35,Comedy
2030,18,Drama
2030,35,Comedy
2030,10769,Foreign
2031,18,Drama
2032,35,Comedy
2032,18,Drama
2032,10752,War
2033,18,Drama
2033,10749,Romance
2034,28,Action
2034,80,Crime
2034,18,Drama
2034,53,Thriller
2035,10770,TV Movie
2035,53,Thriller
2036,28,Action
2036,53,Thriller
2037,18,Drama
2037,10769,Foreign
2038,28,Action
2038,53,Thriller
2039,35,Comedy
2039,18,Drama
2039,10749,Romance
2042,18,Drama
2043,80,Crime
2043,9648,Mystery
2043,53,Thriller
2043,28,Action
2044,10749,Romance
2044,18,Drama
2044,9648,Mystery
2045,18,Drama
2045,9648,Mystery
2045,878,Science Fiction
2045,53,Thriller
2046,27,Horror
2046,18,Drama
2046,53,Thriller
2046,9648,Mystery
2047,28,Action
2047,80,Crime
2047,18,Drama
2047,53,Thriller
2048,28,Action
2048,878,Science Fiction
2049,99,Documentary
2049,10769,Foreign
2054,18,Drama
2054,10751,Family
2055,37,Western
2056,18,Drama
2056,35,Comedy
2057,18,Drama
2057,53,Thriller
2057,9648,Mystery
2057,10749,Romance
2058,35,Comedy
2058,10749,Romance
2059,12,Adventure
2059,28,Action
2059,53,Thriller
2059,9648,Mystery
2060,18,Drama
2061,28,Action
2061,80,Crime
2061,18,Drama
2061,53,Thriller
2062,10751,Family
2062,14,Fantasy
2062,16,Animation
2064,35,Comedy
2064,18,Drama
2064,10749,Romance
2065,18,Drama
2065,35,Comedy
2065,10749,Romance
2067,878,Science Fiction
2069,35,Comedy
2069,80,Crime
2070,35,Comedy
2071,9648,Mystery
2071,53,Thriller
2072,28,Action
2072,878,Science Fiction
2072,53,Thriller
2074,35,Comedy
2074,10749,Romance
2075,10749,Romance
2075,35,Comedy
2075,80,Crime
2075,18,Drama
2076,28,Action
2076,80,Crime
2076,18,Drama
2076,53,Thriller
2077,35,Comedy
2078,35,Comedy
2079,35,Comedy
2080,12,Adventure
2080,28,Action
2080,53,Thriller
2080,878,Science Fiction
2082,27,Horror
2083,35,Comedy
2083,14,Fantasy
2083,53,Thriller
